,company,name,ticker,date,brand,sales,transactions
4411539,Lyft,Lyft,LYFT,2018-08-04,Lyft Scooters,0,0.0
4413392,Lyft,Lyft,LYFT,2018-08-04,Motivate,0,0.0
4411540,Lyft,Lyft,LYFT,2018-08-05,Lyft Scooters,0,0.0
4413393,Lyft,Lyft,LYFT,2018-08-05,Motivate,0,0.0
4409687,Lyft,Lyft,LYFT,2018-08-05,Lyft Rides,379111,25204.0
4411541,Lyft,Lyft,LYFT,2018-08-06,Lyft Scooters,0,0.0
4409688,Lyft,Lyft,LYFT,2018-08-06,Lyft Rides,349889,22650.0
4413394,Lyft,Lyft,LYFT,2018-08-06,Motivate,0,0.0
4411542,Lyft,Lyft,LYFT,2018-08-07,Lyft Scooters,0,0.0
4409689,Lyft,Lyft,LYFT,2018-08-07,Lyft Rides,326142,21971.0
4413395,Lyft,Lyft,LYFT,2018-08-07,Motivate,0,0.0
4409690,Lyft,Lyft,LYFT,2018-08-08,Lyft Rides,354274,23844.0
4413396,Lyft,Lyft,LYFT,2018-08-08,Motivate,0,0.0
4411543,Lyft,Lyft,LYFT,2018-08-08,Lyft Scooters,0,0.0
4411544,Lyft,Lyft,LYFT,2018-08-09,Lyft Scooters,0,0.0
4413397,Lyft,Lyft,LYFT,2018-08-09,Motivate,0,0.0
4409691,Lyft,Lyft,LYFT,2018-08-09,Lyft Rides,354366,23583.0
4413398,Lyft,Lyft,LYFT,2018-08-10,Motivate,0,0.0
4411545,Lyft,Lyft,LYFT,2018-08-10,Lyft Scooters,0,0.0
4409692,Lyft,Lyft,LYFT,2018-08-10,Lyft Rides,398398,26423.0
4409693,Lyft,Lyft,LYFT,2018-08-11,Lyft Rides,449898,29919.0
4413399,Lyft,Lyft,LYFT,2018-08-11,Motivate,0,0.0
4411546,Lyft,Lyft,LYFT,2018-08-11,Lyft Scooters,0,0.0
4411547,Lyft,Lyft,LYFT,2018-08-12,Lyft Scooters,0,0.0
4413400,Lyft,Lyft,LYFT,2018-08-12,Motivate,0,0.0
4409694,Lyft,Lyft,LYFT,2018-08-12,Lyft Rides,389643,25623.0
4411548,Lyft,Lyft,LYFT,2018-08-13,Lyft Scooters,0,0.0
4409695,Lyft,Lyft,LYFT,2018-08-13,Lyft Rides,338200,21809.0
4413401,Lyft,Lyft,LYFT,2018-08-13,Motivate,0,0.0
4409696,Lyft,Lyft,LYFT,2018-08-14,Lyft Rides,332902,21889.0
4413402,Lyft,Lyft,LYFT,2018-08-14,Motivate,0,0.0
4411549,Lyft,Lyft,LYFT,2018-08-14,Lyft Scooters,0,0.0
4413403,Lyft,Lyft,LYFT,2018-08-15,Motivate,0,0.0
4411550,Lyft,Lyft,LYFT,2018-08-15,Lyft Scooters,0,0.0
4409697,Lyft,Lyft,LYFT,2018-08-15,Lyft Rides,341391,22233.0
4413404,Lyft,Lyft,LYFT,2018-08-16,Motivate,0,0.0
4409698,Lyft,Lyft,LYFT,2018-08-16,Lyft Rides,336740,22270.0
4411551,Lyft,Lyft,LYFT,2018-08-16,Lyft Scooters,0,0.0
4411552,Lyft,Lyft,LYFT,2018-08-17,Lyft Scooters,0,0.0
4413405,Lyft,Lyft,LYFT,2018-08-17,Motivate,0,0.0
4409699,Lyft,Lyft,LYFT,2018-08-17,Lyft Rides,438380,29066.0
4409700,Lyft,Lyft,LYFT,2018-08-18,Lyft Rides,471043,31520.0
4413406,Lyft,Lyft,LYFT,2018-08-18,Motivate,0,0.0
4411553,Lyft,Lyft,LYFT,2018-08-18,Lyft Scooters,0,0.0
4411554,Lyft,Lyft,LYFT,2018-08-19,Lyft Scooters,0,0.0
4409701,Lyft,Lyft,LYFT,2018-08-19,Lyft Rides,402317,26201.0
4413407,Lyft,Lyft,LYFT,2018-08-19,Motivate,0,0.0
4409702,Lyft,Lyft,LYFT,2018-08-20,Lyft Rides,348766,22590.0
4411555,Lyft,Lyft,LYFT,2018-08-20,Lyft Scooters,0,0.0
4413408,Lyft,Lyft,LYFT,2018-08-20,Motivate,0,0.0
4409703,Lyft,Lyft,LYFT,2018-08-21,Lyft Rides,318042,21171.0
4413409,Lyft,Lyft,LYFT,2018-08-21,Motivate,0,0.0
4411556,Lyft,Lyft,LYFT,2018-08-21,Lyft Scooters,0,0.0
4413410,Lyft,Lyft,LYFT,2018-08-22,Motivate,0,0.0
4409704,Lyft,Lyft,LYFT,2018-08-22,Lyft Rides,338949,22321.0
4411557,Lyft,Lyft,LYFT,2018-08-22,Lyft Scooters,0,0.0
4413411,Lyft,Lyft,LYFT,2018-08-23,Motivate,0,0.0
4409705,Lyft,Lyft,LYFT,2018-08-23,Lyft Rides,340462,22743.0
4411558,Lyft,Lyft,LYFT,2018-08-23,Lyft Scooters,0,0.0
4413412,Lyft,Lyft,LYFT,2018-08-24,Motivate,0,0.0
4409706,Lyft,Lyft,LYFT,2018-08-24,Lyft Rides,416985,27469.0
4411559,Lyft,Lyft,LYFT,2018-08-24,Lyft Scooters,0,0.0
4411560,Lyft,Lyft,LYFT,2018-08-25,Lyft Scooters,0,0.0
4409707,Lyft,Lyft,LYFT,2018-08-25,Lyft Rides,439544,29578.0
4413413,Lyft,Lyft,LYFT,2018-08-25,Motivate,0,0.0
4409708,Lyft,Lyft,LYFT,2018-08-26,Lyft Rides,369434,24420.0
4411561,Lyft,Lyft,LYFT,2018-08-26,Lyft Scooters,0,0.0
4413414,Lyft,Lyft,LYFT,2018-08-26,Motivate,0,0.0
4413415,Lyft,Lyft,LYFT,2018-08-27,Motivate,0,0.0
4409709,Lyft,Lyft,LYFT,2018-08-27,Lyft Rides,316240,20514.0
4411562,Lyft,Lyft,LYFT,2018-08-27,Lyft Scooters,0,0.0
4413416,Lyft,Lyft,LYFT,2018-08-28,Motivate,0,0.0
4409710,Lyft,Lyft,LYFT,2018-08-28,Lyft Rides,295047,19335.0
4411563,Lyft,Lyft,LYFT,2018-08-28,Lyft Scooters,0,0.0
4413417,Lyft,Lyft,LYFT,2018-08-29,Motivate,0,0.0
4409711,Lyft,Lyft,LYFT,2018-08-29,Lyft Rides,373308,24911.0
4411564,Lyft,Lyft,LYFT,2018-08-29,Lyft Scooters,0,0.0
4413418,Lyft,Lyft,LYFT,2018-08-30,Motivate,0,0.0
4409712,Lyft,Lyft,LYFT,2018-08-30,Lyft Rides,386311,26006.0
4411565,Lyft,Lyft,LYFT,2018-08-30,Lyft Scooters,0,0.0
4409713,Lyft,Lyft,LYFT,2018-08-31,Lyft Rides,465532,30606.0
4413419,Lyft,Lyft,LYFT,2018-08-31,Motivate,0,0.0
4411566,Lyft,Lyft,LYFT,2018-08-31,Lyft Scooters,0,0.0
4409714,Lyft,Lyft,LYFT,2018-09-01,Lyft Rides,454824,30623.0
4413420,Lyft,Lyft,LYFT,2018-09-01,Motivate,0,0.0
4411567,Lyft,Lyft,LYFT,2018-09-01,Lyft Scooters,0,0.0
4409715,Lyft,Lyft,LYFT,2018-09-02,Lyft Rides,403593,26852.0
4413421,Lyft,Lyft,LYFT,2018-09-02,Motivate,0,0.0
4411568,Lyft,Lyft,LYFT,2018-09-02,Lyft Scooters,0,0.0
4411569,Lyft,Lyft,LYFT,2018-09-03,Lyft Scooters,0,0.0
4413422,Lyft,Lyft,LYFT,2018-09-03,Motivate,0,0.0
4409716,Lyft,Lyft,LYFT,2018-09-03,Lyft Rides,326039,20971.0
4411570,Lyft,Lyft,LYFT,2018-09-04,Lyft Scooters,0,0.0
4413423,Lyft,Lyft,LYFT,2018-09-04,Motivate,0,0.0
4409717,Lyft,Lyft,LYFT,2018-09-04,Lyft Rides,319370,20320.0
4413424,Lyft,Lyft,LYFT,2018-09-05,Motivate,0,0.0
4409718,Lyft,Lyft,LYFT,2018-09-05,Lyft Rides,310561,20032.0
4411571,Lyft,Lyft,LYFT,2018-09-05,Lyft Scooters,0,0.0
4413425,Lyft,Lyft,LYFT,2018-09-06,Motivate,0,0.0
4411572,Lyft,Lyft,LYFT,2018-09-06,Lyft Scooters,0,0.0
4409719,Lyft,Lyft,LYFT,2018-09-06,Lyft Rides,343117,22981.0
4411573,Lyft,Lyft,LYFT,2018-09-07,Lyft Scooters,0,0.0
4409720,Lyft,Lyft,LYFT,2018-09-07,Lyft Rides,414718,27353.0
4413426,Lyft,Lyft,LYFT,2018-09-07,Motivate,0,0.0
4411574,Lyft,Lyft,LYFT,2018-09-08,Lyft Scooters,0,0.0
4413427,Lyft,Lyft,LYFT,2018-09-08,Motivate,0,0.0
4409721,Lyft,Lyft,LYFT,2018-09-08,Lyft Rides,456115,30995.0
4409722,Lyft,Lyft,LYFT,2018-09-09,Lyft Rides,395050,26505.0
4413428,Lyft,Lyft,LYFT,2018-09-09,Motivate,0,0.0
4411575,Lyft,Lyft,LYFT,2018-09-09,Lyft Scooters,0,0.0
4409723,Lyft,Lyft,LYFT,2018-09-10,Lyft Rides,333886,22157.0
4413429,Lyft,Lyft,LYFT,2018-09-10,Motivate,0,0.0
4411576,Lyft,Lyft,LYFT,2018-09-10,Lyft Scooters,0,0.0
4413430,Lyft,Lyft,LYFT,2018-09-11,Motivate,0,0.0
4409724,Lyft,Lyft,LYFT,2018-09-11,Lyft Rides,314125,20982.0
4411577,Lyft,Lyft,LYFT,2018-09-11,Lyft Scooters,0,0.0
4411578,Lyft,Lyft,LYFT,2018-09-12,Lyft Scooters,0,0.0
4413431,Lyft,Lyft,LYFT,2018-09-12,Motivate,0,0.0
4409725,Lyft,Lyft,LYFT,2018-09-12,Lyft Rides,346599,22901.0
4411579,Lyft,Lyft,LYFT,2018-09-13,Lyft Scooters,0,0.0
4413432,Lyft,Lyft,LYFT,2018-09-13,Motivate,0,0.0
4409726,Lyft,Lyft,LYFT,2018-09-13,Lyft Rides,345025,22719.0
4411580,Lyft,Lyft,LYFT,2018-09-14,Lyft Scooters,0,0.0
4409727,Lyft,Lyft,LYFT,2018-09-14,Lyft Rides,421531,27123.0
4413433,Lyft,Lyft,LYFT,2018-09-14,Motivate,0,0.0
4411581,Lyft,Lyft,LYFT,2018-09-15,Lyft Scooters,0,0.0
4413434,Lyft,Lyft,LYFT,2018-09-15,Motivate,0,0.0
4409728,Lyft,Lyft,LYFT,2018-09-15,Lyft Rides,475939,31378.0
4409729,Lyft,Lyft,LYFT,2018-09-16,Lyft Rides,414284,27047.0
4411582,Lyft,Lyft,LYFT,2018-09-16,Lyft Scooters,0,0.0
4413435,Lyft,Lyft,LYFT,2018-09-16,Motivate,0,0.0
4409730,Lyft,Lyft,LYFT,2018-09-17,Lyft Rides,331960,21153.0
4413436,Lyft,Lyft,LYFT,2018-09-17,Motivate,0,0.0
4411583,Lyft,Lyft,LYFT,2018-09-17,Lyft Scooters,0,0.0
4409731,Lyft,Lyft,LYFT,2018-09-18,Lyft Rides,321474,20939.0
4413437,Lyft,Lyft,LYFT,2018-09-18,Motivate,0,0.0
4411584,Lyft,Lyft,LYFT,2018-09-18,Lyft Scooters,0,0.0
4413438,Lyft,Lyft,LYFT,2018-09-19,Motivate,0,0.0
4411585,Lyft,Lyft,LYFT,2018-09-19,Lyft Scooters,0,0.0
4409732,Lyft,Lyft,LYFT,2018-09-19,Lyft Rides,318065,20518.0
4413439,Lyft,Lyft,LYFT,2018-09-20,Motivate,0,0.0
4411586,Lyft,Lyft,LYFT,2018-09-20,Lyft Scooters,0,0.0
4409733,Lyft,Lyft,LYFT,2018-09-20,Lyft Rides,330377,21802.0
4411587,Lyft,Lyft,LYFT,2018-09-21,Lyft Scooters,0,0.0
4409734,Lyft,Lyft,LYFT,2018-09-21,Lyft Rides,435563,28336.0
4413440,Lyft,Lyft,LYFT,2018-09-21,Motivate,0,0.0
4411588,Lyft,Lyft,LYFT,2018-09-22,Lyft Scooters,0,0.0
4409735,Lyft,Lyft,LYFT,2018-09-22,Lyft Rides,489970,32538.0
4413441,Lyft,Lyft,LYFT,2018-09-22,Motivate,0,0.0
4413442,Lyft,Lyft,LYFT,2018-09-23,Motivate,0,0.0
4411589,Lyft,Lyft,LYFT,2018-09-23,Lyft Scooters,0,0.0
4409736,Lyft,Lyft,LYFT,2018-09-23,Lyft Rides,418628,27051.0
4411590,Lyft,Lyft,LYFT,2018-09-24,Lyft Scooters,0,0.0
4413443,Lyft,Lyft,LYFT,2018-09-24,Motivate,0,0.0
4409737,Lyft,Lyft,LYFT,2018-09-24,Lyft Rides,364751,23150.0
4413444,Lyft,Lyft,LYFT,2018-09-25,Motivate,0,0.0
4409738,Lyft,Lyft,LYFT,2018-09-25,Lyft Rides,352608,22862.0
4411591,Lyft,Lyft,LYFT,2018-09-25,Lyft Scooters,0,0.0
4411592,Lyft,Lyft,LYFT,2018-09-26,Lyft Scooters,0,0.0
4413445,Lyft,Lyft,LYFT,2018-09-26,Motivate,0,0.0
4409739,Lyft,Lyft,LYFT,2018-09-26,Lyft Rides,352229,23091.0
4409740,Lyft,Lyft,LYFT,2018-09-27,Lyft Rides,351262,23054.0
4411593,Lyft,Lyft,LYFT,2018-09-27,Lyft Scooters,0,0.0
4413446,Lyft,Lyft,LYFT,2018-09-27,Motivate,0,0.0
4413447,Lyft,Lyft,LYFT,2018-09-28,Motivate,0,0.0
4409741,Lyft,Lyft,LYFT,2018-09-28,Lyft Rides,460375,29613.0
4411594,Lyft,Lyft,LYFT,2018-09-28,Lyft Scooters,0,0.0
4413448,Lyft,Lyft,LYFT,2018-09-29,Motivate,0,0.0
4409742,Lyft,Lyft,LYFT,2018-09-29,Lyft Rides,501412,33180.0
4411595,Lyft,Lyft,LYFT,2018-09-29,Lyft Scooters,0,0.0
4413449,Lyft,Lyft,LYFT,2018-09-30,Motivate,0,0.0
4409743,Lyft,Lyft,LYFT,2018-09-30,Lyft Rides,414183,27072.0
4411596,Lyft,Lyft,LYFT,2018-09-30,Lyft Scooters,0,0.0
4413450,Lyft,Lyft,LYFT,2018-10-01,Motivate,0,0.0
4411597,Lyft,Lyft,LYFT,2018-10-01,Lyft Scooters,0,0.0
4409744,Lyft,Lyft,LYFT,2018-10-01,Lyft Rides,335495,21726.0
4411598,Lyft,Lyft,LYFT,2018-10-02,Lyft Scooters,0,0.0
4413451,Lyft,Lyft,LYFT,2018-10-02,Motivate,0,0.0
4409745,Lyft,Lyft,LYFT,2018-10-02,Lyft Rides,293448,19374.0
4413452,Lyft,Lyft,LYFT,2018-10-03,Motivate,0,0.0
4409746,Lyft,Lyft,LYFT,2018-10-03,Lyft Rides,318694,21079.0
4411599,Lyft,Lyft,LYFT,2018-10-03,Lyft Scooters,0,0.0
4413453,Lyft,Lyft,LYFT,2018-10-04,Motivate,0,0.0
4411600,Lyft,Lyft,LYFT,2018-10-04,Lyft Scooters,0,0.0
4409747,Lyft,Lyft,LYFT,2018-10-04,Lyft Rides,374479,24588.0
4413454,Lyft,Lyft,LYFT,2018-10-05,Motivate,0,0.0
4411601,Lyft,Lyft,LYFT,2018-10-05,Lyft Scooters,0,0.0
4409748,Lyft,Lyft,LYFT,2018-10-05,Lyft Rides,452676,29161.0
4411602,Lyft,Lyft,LYFT,2018-10-06,Lyft Scooters,0,0.0
4413455,Lyft,Lyft,LYFT,2018-10-06,Motivate,0,0.0
4409749,Lyft,Lyft,LYFT,2018-10-06,Lyft Rides,493447,32834.0
4413456,Lyft,Lyft,LYFT,2018-10-07,Motivate,0,0.0
4411603,Lyft,Lyft,LYFT,2018-10-07,Lyft Scooters,0,0.0
4409750,Lyft,Lyft,LYFT,2018-10-07,Lyft Rides,434489,28257.0
4411604,Lyft,Lyft,LYFT,2018-10-08,Lyft Scooters,0,0.0
4413457,Lyft,Lyft,LYFT,2018-10-08,Motivate,0,0.0
4409751,Lyft,Lyft,LYFT,2018-10-08,Lyft Rides,345825,22187.0
4413458,Lyft,Lyft,LYFT,2018-10-09,Motivate,0,0.0
4411605,Lyft,Lyft,LYFT,2018-10-09,Lyft Scooters,0,0.0
4409752,Lyft,Lyft,LYFT,2018-10-09,Lyft Rides,335224,21801.0
4411606,Lyft,Lyft,LYFT,2018-10-10,Lyft Scooters,0,0.0
4413459,Lyft,Lyft,LYFT,2018-10-10,Motivate,0,0.0
4409753,Lyft,Lyft,LYFT,2018-10-10,Lyft Rides,315991,20301.0
4411607,Lyft,Lyft,LYFT,2018-10-11,Lyft Scooters,0,0.0
4413460,Lyft,Lyft,LYFT,2018-10-11,Motivate,0,0.0
4409754,Lyft,Lyft,LYFT,2018-10-11,Lyft Rides,357872,23365.0
4413461,Lyft,Lyft,LYFT,2018-10-12,Motivate,0,0.0
4409755,Lyft,Lyft,LYFT,2018-10-12,Lyft Rides,444063,28927.0
4411608,Lyft,Lyft,LYFT,2018-10-12,Lyft Scooters,0,0.0
4411609,Lyft,Lyft,LYFT,2018-10-13,Lyft Scooters,0,0.0
4409756,Lyft,Lyft,LYFT,2018-10-13,Lyft Rides,507839,33806.0
4413462,Lyft,Lyft,LYFT,2018-10-13,Motivate,0,0.0
4409757,Lyft,Lyft,LYFT,2018-10-14,Lyft Rides,434097,28387.0
4411610,Lyft,Lyft,LYFT,2018-10-14,Lyft Scooters,0,0.0
4413463,Lyft,Lyft,LYFT,2018-10-14,Motivate,0,0.0
4409758,Lyft,Lyft,LYFT,2018-10-15,Lyft Rides,364880,23322.0
4413464,Lyft,Lyft,LYFT,2018-10-15,Motivate,0,0.0
4411611,Lyft,Lyft,LYFT,2018-10-15,Lyft Scooters,0,0.0
4409759,Lyft,Lyft,LYFT,2018-10-16,Lyft Rides,343007,21709.0
4411612,Lyft,Lyft,LYFT,2018-10-16,Lyft Scooters,0,0.0
4413465,Lyft,Lyft,LYFT,2018-10-16,Motivate,0,0.0
4411613,Lyft,Lyft,LYFT,2018-10-17,Lyft Scooters,0,0.0
4409760,Lyft,Lyft,LYFT,2018-10-17,Lyft Rides,312919,20374.0
4413466,Lyft,Lyft,LYFT,2018-10-17,Motivate,0,0.0
4411614,Lyft,Lyft,LYFT,2018-10-18,Lyft Scooters,0,0.0
4413467,Lyft,Lyft,LYFT,2018-10-18,Motivate,0,0.0
4409761,Lyft,Lyft,LYFT,2018-10-18,Lyft Rides,347631,22725.0
4411615,Lyft,Lyft,LYFT,2018-10-19,Lyft Scooters,0,0.0
4409762,Lyft,Lyft,LYFT,2018-10-19,Lyft Rides,459092,30293.0
4413468,Lyft,Lyft,LYFT,2018-10-19,Motivate,0,0.0
4409763,Lyft,Lyft,LYFT,2018-10-20,Lyft Rides,492404,33245.0
4413469,Lyft,Lyft,LYFT,2018-10-20,Motivate,0,0.0
4411616,Lyft,Lyft,LYFT,2018-10-20,Lyft Scooters,0,0.0
4411617,Lyft,Lyft,LYFT,2018-10-21,Lyft Scooters,0,0.0
4413470,Lyft,Lyft,LYFT,2018-10-21,Motivate,0,0.0
4409764,Lyft,Lyft,LYFT,2018-10-21,Lyft Rides,431325,28599.0
4413471,Lyft,Lyft,LYFT,2018-10-22,Motivate,0,0.0
4411618,Lyft,Lyft,LYFT,2018-10-22,Lyft Scooters,0,0.0
4409765,Lyft,Lyft,LYFT,2018-10-22,Lyft Rides,369290,23521.0
4409766,Lyft,Lyft,LYFT,2018-10-23,Lyft Rides,370973,24233.0
4413472,Lyft,Lyft,LYFT,2018-10-23,Motivate,0,0.0
4411619,Lyft,Lyft,LYFT,2018-10-23,Lyft Scooters,0,0.0
4409767,Lyft,Lyft,LYFT,2018-10-24,Lyft Rides,374943,25010.0
4411620,Lyft,Lyft,LYFT,2018-10-24,Lyft Scooters,0,0.0
4413473,Lyft,Lyft,LYFT,2018-10-24,Motivate,0,0.0
4409768,Lyft,Lyft,LYFT,2018-10-25,Lyft Rides,360891,23732.0
4411621,Lyft,Lyft,LYFT,2018-10-25,Lyft Scooters,0,0.0
4413474,Lyft,Lyft,LYFT,2018-10-25,Motivate,0,0.0
4409769,Lyft,Lyft,LYFT,2018-10-26,Lyft Rides,466356,30480.0
4411622,Lyft,Lyft,LYFT,2018-10-26,Lyft Scooters,0,0.0
4413475,Lyft,Lyft,LYFT,2018-10-26,Motivate,0,0.0
4409770,Lyft,Lyft,LYFT,2018-10-27,Lyft Rides,543814,36384.0
4411623,Lyft,Lyft,LYFT,2018-10-27,Lyft Scooters,0,0.0
4413476,Lyft,Lyft,LYFT,2018-10-27,Motivate,0,0.0
4413477,Lyft,Lyft,LYFT,2018-10-28,Motivate,0,0.0
4411624,Lyft,Lyft,LYFT,2018-10-28,Lyft Scooters,0,0.0
4409771,Lyft,Lyft,LYFT,2018-10-28,Lyft Rides,478735,31222.0
4413478,Lyft,Lyft,LYFT,2018-10-29,Motivate,0,0.0
4409772,Lyft,Lyft,LYFT,2018-10-29,Lyft Rides,335579,21874.0
4411625,Lyft,Lyft,LYFT,2018-10-29,Lyft Scooters,0,0.0
4413479,Lyft,Lyft,LYFT,2018-10-30,Motivate,0,0.0
4409773,Lyft,Lyft,LYFT,2018-10-30,Lyft Rides,314888,21146.0
4411626,Lyft,Lyft,LYFT,2018-10-30,Lyft Scooters,0,0.0
4413480,Lyft,Lyft,LYFT,2018-10-31,Motivate,0,0.0
4411627,Lyft,Lyft,LYFT,2018-10-31,Lyft Scooters,0,0.0
4409774,Lyft,Lyft,LYFT,2018-10-31,Lyft Rides,322131,22022.0
4409775,Lyft,Lyft,LYFT,2018-11-01,Lyft Rides,337262,23209.0
4411628,Lyft,Lyft,LYFT,2018-11-01,Lyft Scooters,0,0.0
4413481,Lyft,Lyft,LYFT,2018-11-01,Motivate,0,0.0
4413482,Lyft,Lyft,LYFT,2018-11-02,Motivate,0,0.0
4409776,Lyft,Lyft,LYFT,2018-11-02,Lyft Rides,448279,30386.0
4411629,Lyft,Lyft,LYFT,2018-11-02,Lyft Scooters,0,0.0
4413483,Lyft,Lyft,LYFT,2018-11-03,Motivate,0,0.0
4409777,Lyft,Lyft,LYFT,2018-11-03,Lyft Rides,494792,34405.0
4411630,Lyft,Lyft,LYFT,2018-11-03,Lyft Scooters,0,0.0
4409778,Lyft,Lyft,LYFT,2018-11-04,Lyft Rides,428996,29395.0
4413484,Lyft,Lyft,LYFT,2018-11-04,Motivate,0,0.0
4411631,Lyft,Lyft,LYFT,2018-11-04,Lyft Scooters,0,0.0
4409779,Lyft,Lyft,LYFT,2018-11-05,Lyft Rides,343604,22810.0
4413485,Lyft,Lyft,LYFT,2018-11-05,Motivate,0,0.0
4411632,Lyft,Lyft,LYFT,2018-11-05,Lyft Scooters,0,0.0
4413486,Lyft,Lyft,LYFT,2018-11-06,Motivate,0,0.0
4411633,Lyft,Lyft,LYFT,2018-11-06,Lyft Scooters,0,0.0
4409780,Lyft,Lyft,LYFT,2018-11-06,Lyft Rides,324500,21658.0
4413487,Lyft,Lyft,LYFT,2018-11-07,Motivate,0,0.0
4409781,Lyft,Lyft,LYFT,2018-11-07,Lyft Rides,353261,23588.0
4411634,Lyft,Lyft,LYFT,2018-11-07,Lyft Scooters,0,0.0
4413488,Lyft,Lyft,LYFT,2018-11-08,Motivate,0,0.0
4411635,Lyft,Lyft,LYFT,2018-11-08,Lyft Scooters,0,0.0
4409782,Lyft,Lyft,LYFT,2018-11-08,Lyft Rides,388812,25854.0
4413489,Lyft,Lyft,LYFT,2018-11-09,Motivate,0,0.0
4411636,Lyft,Lyft,LYFT,2018-11-09,Lyft Scooters,0,0.0
4409783,Lyft,Lyft,LYFT,2018-11-09,Lyft Rides,477178,30790.0
4409784,Lyft,Lyft,LYFT,2018-11-10,Lyft Rides,486653,32225.0
4411637,Lyft,Lyft,LYFT,2018-11-10,Lyft Scooters,0,0.0
4413490,Lyft,Lyft,LYFT,2018-11-10,Motivate,0,0.0
4411638,Lyft,Lyft,LYFT,2018-11-11,Lyft Scooters,0,0.0
4413491,Lyft,Lyft,LYFT,2018-11-11,Motivate,0,0.0
4409785,Lyft,Lyft,LYFT,2018-11-11,Lyft Rides,418265,27647.0
4413492,Lyft,Lyft,LYFT,2018-11-12,Motivate,0,0.0
4411639,Lyft,Lyft,LYFT,2018-11-12,Lyft Scooters,0,0.0
4409786,Lyft,Lyft,LYFT,2018-11-12,Lyft Rides,350915,22256.0
4413493,Lyft,Lyft,LYFT,2018-11-13,Motivate,0,0.0
4409787,Lyft,Lyft,LYFT,2018-11-13,Lyft Rides,333466,21035.0
4411640,Lyft,Lyft,LYFT,2018-11-13,Lyft Scooters,0,0.0
4409788,Lyft,Lyft,LYFT,2018-11-14,Lyft Rides,364351,23453.0
4413494,Lyft,Lyft,LYFT,2018-11-14,Motivate,0,0.0
4411641,Lyft,Lyft,LYFT,2018-11-14,Lyft Scooters,0,0.0
4413495,Lyft,Lyft,LYFT,2018-11-15,Motivate,0,0.0
4409789,Lyft,Lyft,LYFT,2018-11-15,Lyft Rides,397976,25494.0
4411642,Lyft,Lyft,LYFT,2018-11-15,Lyft Scooters,0,0.0
4413496,Lyft,Lyft,LYFT,2018-11-16,Motivate,0,0.0
4409790,Lyft,Lyft,LYFT,2018-11-16,Lyft Rides,456652,28641.0
4411643,Lyft,Lyft,LYFT,2018-11-16,Lyft Scooters,0,0.0
4411644,Lyft,Lyft,LYFT,2018-11-17,Lyft Scooters,0,0.0
4413497,Lyft,Lyft,LYFT,2018-11-17,Motivate,0,0.0
4409791,Lyft,Lyft,LYFT,2018-11-17,Lyft Rides,483846,31315.0
4413498,Lyft,Lyft,LYFT,2018-11-18,Motivate,0,0.0
4409792,Lyft,Lyft,LYFT,2018-11-18,Lyft Rides,410058,26376.0
4411645,Lyft,Lyft,LYFT,2018-11-18,Lyft Scooters,0,0.0
4411646,Lyft,Lyft,LYFT,2018-11-19,Lyft Scooters,0,0.0
4413499,Lyft,Lyft,LYFT,2018-11-19,Motivate,0,0.0
4409793,Lyft,Lyft,LYFT,2018-11-19,Lyft Rides,331485,21169.0
4413500,Lyft,Lyft,LYFT,2018-11-20,Motivate,0,0.0
4411647,Lyft,Lyft,LYFT,2018-11-20,Lyft Scooters,0,0.0
4409794,Lyft,Lyft,LYFT,2018-11-20,Lyft Rides,333509,21326.0
4411648,Lyft,Lyft,LYFT,2018-11-21,Lyft Scooters,0,0.0
4413501,Lyft,Lyft,LYFT,2018-11-21,Motivate,0,0.0
4409795,Lyft,Lyft,LYFT,2018-11-21,Lyft Rides,377152,23654.0
4411649,Lyft,Lyft,LYFT,2018-11-22,Lyft Scooters,0,0.0
4409796,Lyft,Lyft,LYFT,2018-11-22,Lyft Rides,314027,18803.0
4413502,Lyft,Lyft,LYFT,2018-11-22,Motivate,0,0.0
4413503,Lyft,Lyft,LYFT,2018-11-23,Motivate,382,7.0
4411650,Lyft,Lyft,LYFT,2018-11-23,Lyft Scooters,0,0.0
4409797,Lyft,Lyft,LYFT,2018-11-23,Lyft Rides,305047,18931.0
4409798,Lyft,Lyft,LYFT,2018-11-24,Lyft Rides,343817,21729.0
4413504,Lyft,Lyft,LYFT,2018-11-24,Motivate,809,22.0
4411651,Lyft,Lyft,LYFT,2018-11-24,Lyft Scooters,0,0.0
4409799,Lyft,Lyft,LYFT,2018-11-25,Lyft Rides,351025,21235.0
4411652,Lyft,Lyft,LYFT,2018-11-25,Lyft Scooters,0,0.0
4413505,Lyft,Lyft,LYFT,2018-11-25,Motivate,270,17.0
4409800,Lyft,Lyft,LYFT,2018-11-26,Lyft Rides,358776,21704.0
4411653,Lyft,Lyft,LYFT,2018-11-26,Lyft Scooters,0,0.0
4413506,Lyft,Lyft,LYFT,2018-11-26,Motivate,583,17.0
4409801,Lyft,Lyft,LYFT,2018-11-27,Lyft Rides,369745,22798.0
4413507,Lyft,Lyft,LYFT,2018-11-27,Motivate,755,27.0
4411654,Lyft,Lyft,LYFT,2018-11-27,Lyft Scooters,0,0.0
4409802,Lyft,Lyft,LYFT,2018-11-28,Lyft Rides,343542,22385.0
4411655,Lyft,Lyft,LYFT,2018-11-28,Lyft Scooters,0,0.0
